,Name,Date,Market_Cap,Market_Cap_Change,Rank,Rank_Change
32344,DigixDAO,2016-08-30,22019800,-6.819739837673604,14.0,0.0
32343,DigixDAO,2016-08-31,20619800,-6.357914240819626,14.0,0.0
32342,DigixDAO,2016-09-01,20372800,-1.1978777679705914,14.0,0.0
32341,DigixDAO,2016-09-02,21168400,3.9052069425901204,14.0,0.0
32340,DigixDAO,2016-09-03,21506800,1.5986092477466411,14.0,0.0
32304,DigixDAO,2016-09-04,21014000,-2.2913683114177843,14.0,0.0
32303,DigixDAO,2016-09-05,21032600,0.08851242029123442,14.0,0.0
32302,DigixDAO,2016-09-06,21033800,0.005705428715422725,14.0,0.0
32301,DigixDAO,2016-09-07,20037600,-4.736186518841103,14.0,0.0
32300,DigixDAO,2016-09-08,20054600,0.08484049986026271,14.0,0.0
32299,DigixDAO,2016-09-09,20057800,0.01595643892174364,14.0,0.0
32298,DigixDAO,2016-09-10,20217800,0.7976946624255901,14.0,0.0
32297,DigixDAO,2016-09-11,18837500,-6.827152311329621,14.0,0.0
32296,DigixDAO,2016-09-12,19912600,5.707232913072329,14.0,0.0
32255,DigixDAO,2016-09-13,20940400,5.161555999718772,14.0,0.0
32254,DigixDAO,2016-09-14,21413400,2.2587916181161773,14.0,0.0
32253,DigixDAO,2016-09-15,23073800,7.75402318174601,14.0,0.0
32252,DigixDAO,2016-09-16,28991000,25.64467057875166,11.0,3.0
32251,DigixDAO,2016-09-17,30394000,4.839432927460247,11.0,0.0
32250,DigixDAO,2016-09-18,30345000,-0.16121602947950253,11.0,0.0
32212,DigixDAO,2016-09-19,27778200,-8.458724666337124,12.0,-1.0
32211,DigixDAO,2016-09-20,33816400,21.73718959471816,11.0,1.0
32210,DigixDAO,2016-09-21,37483200,10.843259483564188,11.0,0.0
32209,DigixDAO,2016-09-22,34266600,-8.581444487130234,11.0,0.0
32208,DigixDAO,2016-09-23,30914200,-9.783287516123572,11.0,0.0
32207,DigixDAO,2016-09-24,29918000,-3.222467345103545,11.0,0.0
32206,DigixDAO,2016-09-25,26850600,-10.252690687880206,12.0,-1.0
32205,DigixDAO,2016-09-26,28425400,5.865045846275316,11.0,1.0
32204,DigixDAO,2016-09-27,28255600,-0.5973530715486853,11.0,0.0
32166,DigixDAO,2016-09-28,32200400,13.961126290009767,11.0,0.0
32165,DigixDAO,2016-09-29,29458600,-8.514801058371946,11.0,0.0
32164,DigixDAO,2016-09-30,28010600,-4.915372760416313,11.0,0.0
32163,DigixDAO,2016-10-01,29017000,3.5929255353330527,11.0,0.0
32162,DigixDAO,2016-10-02,27759400,-4.334011096943171,11.0,0.0
32129,DigixDAO,2016-10-03,27302400,-1.646289184924746,11.0,0.0
32128,DigixDAO,2016-10-04,26254600,-3.837757852789498,11.0,0.0
32127,DigixDAO,2016-10-05,26482600,0.8684192484364645,11.0,0.0
32126,DigixDAO,2016-10-06,26523200,0.15330820991896565,12.0,-1.0
32125,DigixDAO,2016-10-07,26254200,-1.0142064305966096,12.0,0.0
32092,DigixDAO,2016-10-08,24379800,-7.139429119912243,12.0,0.0
32091,DigixDAO,2016-10-09,24272600,-0.4397082830868178,12.0,0.0
32090,DigixDAO,2016-10-10,25890400,6.665128581198553,12.0,0.0
32089,DigixDAO,2016-10-11,24750200,-4.403948954052468,12.0,0.0
32088,DigixDAO,2016-10-12,23853800,-3.621788914837052,13.0,-1.0
32087,DigixDAO,2016-10-13,22431000,-5.964668103195298,13.0,0.0
32086,DigixDAO,2016-10-14,22846600,1.8527930096741116,14.0,-1.0
32051,DigixDAO,2016-10-15,23204000,1.5643465548484239,13.0,1.0
32050,DigixDAO,2016-10-16,24217000,4.3656266161006725,12.0,1.0
32049,DigixDAO,2016-10-17,23930400,-1.1834661601354421,12.0,0.0
32048,DigixDAO,2016-10-18,23898800,-0.1320496105372246,13.0,-1.0
32047,DigixDAO,2016-10-19,23882600,-0.06778583025089126,13.0,0.0
32046,DigixDAO,2016-10-20,23231800,-2.7249964409235177,13.0,0.0
32045,DigixDAO,2016-10-21,22647600,-2.5146566344407235,15.0,-2.0
32009,DigixDAO,2016-10-22,23523200,3.8661933273282822,13.0,2.0
32008,DigixDAO,2016-10-23,22050800,-6.259352469051829,15.0,-2.0
32007,DigixDAO,2016-10-24,22519200,2.1241859705770314,15.0,0.0
32006,DigixDAO,2016-10-25,24097400,7.008241855838573,13.0,2.0
32005,DigixDAO,2016-10-26,22691400,-5.834654361051399,15.0,-2.0
32004,DigixDAO,2016-10-27,22890000,0.8752214495359475,15.0,0.0
32003,DigixDAO,2016-10-28,23094000,0.891218872870249,14.0,1.0
31970,DigixDAO,2016-10-29,22083200,-4.376894431454057,14.0,0.0
31969,DigixDAO,2016-10-30,21625200,-2.0739747862628604,14.0,0.0
31968,DigixDAO,2016-10-31,21900600,1.2735142333943732,14.0,0.0
31967,DigixDAO,2016-11-01,22135600,1.073029962649425,14.0,0.0
31966,DigixDAO,2016-11-02,22358800,1.0083304721805597,14.0,0.0
31965,DigixDAO,2016-11-03,23153800,3.555646993577473,13.0,1.0
31932,DigixDAO,2016-11-04,21897400,-5.426323108949719,13.0,0.0
31931,DigixDAO,2016-11-05,21561000,-1.536255445852019,14.0,-1.0
31930,DigixDAO,2016-11-06,20782400,-3.611149761142804,14.0,0.0
31929,DigixDAO,2016-11-07,21943200,5.585495419200862,14.0,0.0
31928,DigixDAO,2016-11-08,21136800,-3.674942579022203,15.0,-1.0
31927,DigixDAO,2016-11-09,20796000,-1.6123538094697398,15.0,0.0
31926,DigixDAO,2016-11-10,21036600,1.1569532602423545,14.0,1.0
31925,DigixDAO,2016-11-11,19071500,-9.341338429213847,14.0,0.0
31896,DigixDAO,2016-11-12,20018600,4.966048816296569,14.0,0.0
31895,DigixDAO,2016-11-13,19282900,-3.675082173578572,15.0,-1.0
31894,DigixDAO,2016-11-14,18514300,-3.9859149816676953,15.0,0.0
31893,DigixDAO,2016-11-15,19137900,3.3682072776178416,14.0,1.0
31864,DigixDAO,2016-11-16,18406200,-3.823303497248914,15.0,-1.0
31863,DigixDAO,2016-11-17,18086800,-1.7352848496702198,15.0,0.0
31862,DigixDAO,2016-11-18,17994600,-0.5097640268040781,15.0,0.0
31861,DigixDAO,2016-11-19,17599700,-2.1945472530648082,15.0,0.0
31860,DigixDAO,2016-11-20,17522200,-0.4403484150298016,15.0,0.0
31859,DigixDAO,2016-11-21,17666200,0.8218146123203707,15.0,0.0
31830,DigixDAO,2016-11-22,18314100,3.6674553667455365,15.0,0.0
31829,DigixDAO,2016-11-23,18342600,0.1556178026766262,15.0,0.0
31828,DigixDAO,2016-11-24,20349800,10.94283253192023,14.0,1.0
31827,DigixDAO,2016-11-25,21704600,6.657559288051972,14.0,0.0
31826,DigixDAO,2016-11-26,17558400,-19.102862987569456,15.0,-1.0
31792,DigixDAO,2016-11-27,18174000,3.5060142154182614,15.0,0.0
31791,DigixDAO,2016-11-28,17229200,-5.198635413227688,15.0,0.0
31790,DigixDAO,2016-11-29,18295000,6.1860097973208275,15.0,0.0
31789,DigixDAO,2016-11-30,17329800,-5.275758403935502,16.0,-1.0
31788,DigixDAO,2016-12-01,17463600,0.7720804625558287,15.0,1.0
31787,DigixDAO,2016-12-02,17479600,0.09161913923818685,15.0,0.0
31786,DigixDAO,2016-12-03,15495100,-11.353234627794686,15.0,0.0
31785,DigixDAO,2016-12-04,15749500,1.6418093461804055,15.0,0.0
31733,DigixDAO,2016-12-05,16709700,6.096701482586749,15.0,0.0
31732,DigixDAO,2016-12-06,17950500,7.425627031005942,14.0,1.0
31731,DigixDAO,2016-12-07,20897400,16.416812902147573,14.0,0.0
31730,DigixDAO,2016-12-08,19399000,-7.170269985739852,14.0,0.0
31729,DigixDAO,2016-12-09,19261800,-0.7072529511830506,14.0,0.0
31728,DigixDAO,2016-12-10,19709600,2.324808688699914,14.0,0.0
31727,DigixDAO,2016-12-11,19381100,-1.6667004911312253,14.0,0.0
31726,DigixDAO,2016-12-12,20161200,4.025055337416348,14.0,0.0
31679,DigixDAO,2016-12-13,19391600,-3.8172331012042933,14.0,0.0
31678,DigixDAO,2016-12-14,19372800,-0.09694919449658615,15.0,-1.0
31677,DigixDAO,2016-12-15,20384000,5.219689461513049,15.0,0.0
31676,DigixDAO,2016-12-16,19684400,-3.432103610675039,15.0,0.0
31675,DigixDAO,2016-12-17,20418800,3.730873178760846,16.0,-1.0
31674,DigixDAO,2016-12-18,19113900,-6.39067917801242,16.0,0.0
31673,DigixDAO,2016-12-19,18478900,-3.3221896107021593,16.0,0.0
31672,DigixDAO,2016-12-20,17775400,-3.807044791627207,16.0,0.0
31671,DigixDAO,2016-12-21,18882000,6.225457654961351,16.0,0.0
31625,DigixDAO,2016-12-22,19296200,2.1936235568266076,16.0,0.0
31624,DigixDAO,2016-12-23,18744600,-2.858593920046434,16.0,0.0
31623,DigixDAO,2016-12-24,18755900,0.060284028466865126,15.0,1.0
31622,DigixDAO,2016-12-25,17959000,-4.24879637873949,16.0,-1.0
31621,DigixDAO,2016-12-26,16780700,-6.561055738070048,16.0,0.0
31620,DigixDAO,2016-12-27,15852500,-5.531354472697802,16.0,0.0
31583,DigixDAO,2016-12-28,17199500,8.497082479104243,16.0,0.0
31582,DigixDAO,2016-12-29,17277700,0.45466437977848195,16.0,0.0
31581,DigixDAO,2016-12-30,17364200,0.5006453405256487,16.0,0.0
31580,DigixDAO,2016-12-31,17949900,3.373031870169659,15.0,1.0
31579,DigixDAO,2017-01-01,17072000,-4.890835046434799,15.0,0.0
31578,DigixDAO,2017-01-02,18089000,5.957122774133083,15.0,0.0
31533,DigixDAO,2017-01-03,17427700,-3.6558129249820333,16.0,-1.0
31532,DigixDAO,2017-01-04,17401400,-0.15090918480350246,17.0,-1.0
31531,DigixDAO,2017-01-05,19507800,12.104773179169491,16.0,1.0
31530,DigixDAO,2017-01-06,18278400,-6.302094546796666,16.0,0.0
31529,DigixDAO,2017-01-07,16901900,-7.530746673669468,17.0,-1.0
31528,DigixDAO,2017-01-08,17873600,5.749057798235702,16.0,1.0
31527,DigixDAO,2017-01-09,17882800,0.05147256288604422,16.0,0.0
31467,DigixDAO,2017-01-10,20695800,15.730198850291902,15.0,1.0
31466,DigixDAO,2017-01-11,19514200,-5.709370983484572,15.0,0.0
31465,DigixDAO,2017-01-12,18334000,-6.04790357790737,15.0,0.0
31464,DigixDAO,2017-01-13,18593900,1.417584815097633,15.0,0.0
31463,DigixDAO,2017-01-14,17724100,-4.677878228881515,16.0,-1.0
31462,DigixDAO,2017-01-15,17561000,-0.9202159771159043,16.0,0.0
31461,DigixDAO,2017-01-16,18444300,5.0298957918114,16.0,0.0
31407,DigixDAO,2017-01-17,17860300,-3.166289856486828,16.0,0.0
31406,DigixDAO,2017-01-18,18877300,5.694193266630459,16.0,0.0
31405,DigixDAO,2017-01-19,18721100,-0.8274488406710705,16.0,0.0
31404,DigixDAO,2017-01-20,18133900,-3.1365678298817907,16.0,0.0
31403,DigixDAO,2017-01-21,17334400,-4.408869575766934,16.0,0.0
31402,DigixDAO,2017-01-22,17845300,2.9473186265460587,17.0,-1.0
31341,DigixDAO,2017-01-23,18128600,1.5875328517873055,17.0,0.0
31340,DigixDAO,2017-01-24,18899000,4.24963869245281,17.0,0.0
31339,DigixDAO,2017-01-25,18313000,-3.1006931583681676,18.0,-1.0
31338,DigixDAO,2017-01-26,19762200,7.91350406814831,17.0,1.0
31337,DigixDAO,2017-01-27,19570300,-0.9710457337745797,17.0,0.0
31277,DigixDAO,2017-01-28,19947500,1.9274104127172298,17.0,0.0
31276,DigixDAO,2017-01-29,19004800,-4.725905501942599,17.0,0.0
31275,DigixDAO,2017-01-30,19508000,2.6477521468260647,18.0,-1.0
31274,DigixDAO,2017-01-31,19898500,2.0017428747180643,17.0,1.0
31273,DigixDAO,2017-02-01,19767900,-0.6563308792120008,18.0,-1.0
31213,DigixDAO,2017-02-02,19651200,-0.5903510236292171,18.0,0.0
31212,DigixDAO,2017-02-03,25564400,30.090783260055364,13.0,5.0
31211,DigixDAO,2017-02-04,19556400,-23.501431678427814,18.0,-5.0
31210,DigixDAO,2017-02-05,20534400,5.00092041480027,18.0,0.0
31209,DigixDAO,2017-02-06,19927500,-2.9555282842449744,18.0,0.0
31150,DigixDAO,2017-02-07,20433400,2.53870279764145,19.0,-1.0
31149,DigixDAO,2017-02-08,19446100,-4.831795002300156,19.0,0.0
31148,DigixDAO,2017-02-09,20300600,4.394197294058963,18.0,1.0
31147,DigixDAO,2017-02-10,18645200,-8.15443878506054,18.0,0.0
31146,DigixDAO,2017-02-11,18108200,-2.8800978267865185,19.0,-1.0
31093,DigixDAO,2017-02-12,18294000,1.0260544946488332,19.0,0.0
31092,DigixDAO,2017-02-13,18206500,-0.47829889581283475,19.0,0.0
31091,DigixDAO,2017-02-14,15637700,-14.109246697607997,19.0,0.0
31090,DigixDAO,2017-02-15,16794000,7.3943099049092895,19.0,0.0
31089,DigixDAO,2017-02-16,21178800,26.109324758842444,17.0,2.0
31088,DigixDAO,2017-02-17,20416200,-3.600770581902658,17.0,0.0
31031,DigixDAO,2017-02-18,19633000,-3.8361693165231534,17.0,0.0
31030,DigixDAO,2017-02-19,19083000,-2.801405796363266,18.0,-1.0
31029,DigixDAO,2017-02-20,18658200,-2.226065084106273,18.0,0.0
31028,DigixDAO,2017-02-21,19027000,1.976610819907601,18.0,0.0
31027,DigixDAO,2017-02-22,18279200,-3.930204446313134,17.0,1.0
30970,DigixDAO,2017-02-23,18942400,3.628167534684231,18.0,-1.0
30969,DigixDAO,2017-02-24,18371200,-3.0154573866035985,18.0,0.0
30968,DigixDAO,2017-02-25,19061100,3.755334436509319,18.0,0.0
30967,DigixDAO,2017-02-26,18113500,-4.9713815047400205,18.0,0.0
30966,DigixDAO,2017-02-27,18818800,3.8937808816628485,18.0,0.0
30908,DigixDAO,2017-02-28,18907500,0.471337173464833,17.0,1.0
30907,DigixDAO,2017-03-01,18989100,0.4315747719159064,17.0,0.0
30906,DigixDAO,2017-03-02,19676800,3.621551311015267,16.0,1.0
30905,DigixDAO,2017-03-03,20729600,5.350463489998374,16.0,0.0
30904,DigixDAO,2017-03-04,21144600,2.0019682000617474,16.0,0.0
30853,DigixDAO,2017-03-05,21100600,-0.2080909546645479,16.0,0.0
30852,DigixDAO,2017-03-06,20833200,-1.2672625422973756,17.0,-1.0
30851,DigixDAO,2017-03-07,20021400,-3.896664938655607,17.0,0.0
30782,DigixDAO,2017-03-08,20415800,1.9698922153295975,17.0,0.0
30781,DigixDAO,2017-03-09,19252800,-5.6965683441256285,17.0,0.0
30780,DigixDAO,2017-03-10,18772200,-2.4962602842183994,17.0,0.0
30779,DigixDAO,2017-03-11,19076100,1.6188832422411863,16.0,1.0
30721,DigixDAO,2017-03-12,18658000,-2.191747789118321,17.0,-1.0
30720,DigixDAO,2017-03-13,21141400,13.310108264551399,16.0,1.0
30719,DigixDAO,2017-03-14,18813200,-11.01251572743527,19.0,-3.0
30718,DigixDAO,2017-03-15,27190400,44.52830991006314,14.0,5.0
30653,DigixDAO,2017-03-16,31565000,16.088766623514182,14.0,0.0
30652,DigixDAO,2017-03-17,29695000,-5.924283225091083,15.0,-1.0
30651,DigixDAO,2017-03-18,30619000,3.1116349553796936,16.0,-1.0
30650,DigixDAO,2017-03-19,25678000,-16.137039093373396,16.0,0.0
30649,DigixDAO,2017-03-20,31001800,20.73292312485396,15.0,1.0
30595,DigixDAO,2017-03-21,29945400,-3.407544078085788,16.0,-1.0
30594,DigixDAO,2017-03-22,31913200,6.57129308675122,16.0,0.0
30593,DigixDAO,2017-03-23,32587400,2.112605442262136,16.0,0.0
30592,DigixDAO,2017-03-24,31655800,-2.8587736364361684,17.0,-1.0
30504,DigixDAO,2017-03-25,28368800,-10.383563201688158,18.0,-1.0
30503,DigixDAO,2017-03-26,29608800,4.370999125800175,20.0,-2.0
30502,DigixDAO,2017-03-27,29852600,0.8234038529085947,20.0,0.0
30501,DigixDAO,2017-03-28,30138400,0.9573705472890134,20.0,0.0
30500,DigixDAO,2017-03-29,34052600,12.987418044753538,19.0,1.0
30499,DigixDAO,2017-03-30,39334800,15.511884555070685,16.0,3.0
30498,DigixDAO,2017-03-31,43761000,11.252631257817505,15.0,1.0
30497,DigixDAO,2017-04-01,38857600,-11.204954182948287,17.0,-2.0
30496,DigixDAO,2017-04-02,38286200,-1.4704974059128717,17.0,0.0
30406,DigixDAO,2017-04-03,39066200,2.03728758665002,17.0,0.0
30405,DigixDAO,2017-04-04,38313200,-1.9274974274436723,19.0,-2.0
30404,DigixDAO,2017-04-05,36391200,-5.016547821638495,21.0,-2.0
30403,DigixDAO,2017-04-06,35763400,-1.7251423421046845,21.0,0.0
30402,DigixDAO,2017-04-07,35292000,-1.3181073387876991,21.0,0.0
30401,DigixDAO,2017-04-08,34804200,-1.3821829309758586,21.0,0.0
30400,DigixDAO,2017-04-09,34389000,-1.1929594704087438,21.0,0.0
30399,DigixDAO,2017-04-10,34736600,1.0107883334787287,21.0,0.0
30302,DigixDAO,2017-04-11,32756600,-5.700039727549616,21.0,0.0
30301,DigixDAO,2017-04-12,33577000,2.504533437536252,21.0,0.0
30300,DigixDAO,2017-04-13,34083200,1.5075795931738987,21.0,0.0
30299,DigixDAO,2017-04-14,33876800,-0.605576941132288,21.0,0.0
30298,DigixDAO,2017-04-15,34227800,1.0361073064752278,21.0,0.0
30297,DigixDAO,2017-04-16,34369800,0.41486744692910443,21.0,0.0
30192,DigixDAO,2017-04-17,35065200,2.0232878864584602,21.0,0.0
30191,DigixDAO,2017-04-18,35477400,1.1755244515930325,22.0,-1.0
30190,DigixDAO,2017-04-19,34574000,-2.5464098271011966,24.0,-2.0
30189,DigixDAO,2017-04-20,34591800,0.05148377393417019,22.0,2.0
30188,DigixDAO,2017-04-21,38982800,12.69375979278326,21.0,1.0
30187,DigixDAO,2017-04-22,43842200,12.465497604071539,21.0,0.0
30091,DigixDAO,2017-04-23,39359600,-10.224395673574776,21.0,0.0
30090,DigixDAO,2017-04-24,40051000,1.7566235429221841,21.0,0.0
30089,DigixDAO,2017-04-25,41122600,2.6755886245037575,22.0,-1.0
30088,DigixDAO,2017-04-26,48437600,17.78827214232563,21.0,1.0
30087,DigixDAO,2017-04-27,52249200,7.869093431549044,21.0,0.0
30086,DigixDAO,2017-04-28,51614400,-1.2149468317218253,22.0,-1.0
30085,DigixDAO,2017-04-29,52840400,2.375306116122632,22.0,0.0
30084,DigixDAO,2017-04-30,57309600,8.457922347294874,21.0,1.0
29994,DigixDAO,2017-05-01,56892400,-0.7279757667127322,22.0,-1.0
29993,DigixDAO,2017-05-02,58171600,2.248454978169316,22.0,0.0
29992,DigixDAO,2017-05-03,59940200,3.040315205357941,20.0,2.0
29991,DigixDAO,2017-05-04,61922800,3.3076299378380454,20.0,0.0
29990,DigixDAO,2017-05-05,69313600,11.935506792328512,19.0,1.0
29989,DigixDAO,2017-05-06,74044000,6.824634703723367,20.0,-1.0
29886,DigixDAO,2017-05-07,70738400,-4.4643725352493115,22.0,-2.0
29885,DigixDAO,2017-05-08,74614600,5.4796263415627156,23.0,-1.0
29884,DigixDAO,2017-05-09,88265000,18.294542891069575,19.0,4.0
29883,DigixDAO,2017-05-10,84998000,-3.7013538775278993,20.0,-1.0
29882,DigixDAO,2017-05-11,81592800,-4.006211910868491,20.0,0.0
29881,DigixDAO,2017-05-12,86066800,5.483326960221981,20.0,0.0
29810,DigixDAO,2017-05-13,91334000,6.119897567935603,19.0,1.0
29809,DigixDAO,2017-05-14,89345000,-2.1777213305012375,20.0,-1.0
29808,DigixDAO,2017-05-15,89944800,0.671330236722816,20.0,0.0
29807,DigixDAO,2017-05-16,88189400,-1.951641451201181,19.0,1.0
29806,DigixDAO,2017-05-17,86893400,-1.469564369414011,20.0,-1.0
29734,DigixDAO,2017-05-18,112524000,29.496601583089166,20.0,0.0
29733,DigixDAO,2017-05-19,118917000,5.681454623013757,21.0,-1.0
29732,DigixDAO,2017-05-20,139125000,16.993365120209894,21.0,0.0
29731,DigixDAO,2017-05-21,146490000,5.293800539083558,20.0,1.0
29730,DigixDAO,2017-05-22,143007000,-2.377636698750768,21.0,-1.0
29666,DigixDAO,2017-05-23,160001000,11.883334382233038,21.0,0.0
29665,DigixDAO,2017-05-24,174456000,9.034318535509152,21.0,0.0
29664,DigixDAO,2017-05-25,201186000,15.32191498142798,20.0,1.0
29663,DigixDAO,2017-05-26,166292000,-17.34414919527204,21.0,-1.0
29662,DigixDAO,2017-05-27,127558000,-23.292762129266592,21.0,0.0
29661,DigixDAO,2017-05-28,150401000,17.907932077956694,21.0,0.0
29581,DigixDAO,2017-05-29,157687000,4.844382683625774,21.0,0.0
29580,DigixDAO,2017-05-30,150591000,-4.500053904253363,21.0,0.0
29579,DigixDAO,2017-05-31,157384000,4.5108937453101445,21.0,0.0
29578,DigixDAO,2017-06-01,157837000,0.28783103746251204,21.0,0.0
29577,DigixDAO,2017-06-02,162585000,3.008166652939425,23.0,-2.0
29490,DigixDAO,2017-06-03,162915000,0.2029707537595719,22.0,1.0
29489,DigixDAO,2017-06-04,158686000,-2.5958321824264186,24.0,-2.0
29488,DigixDAO,2017-06-05,155524000,-1.9926143453108656,24.0,0.0
29487,DigixDAO,2017-06-06,161934000,4.12155037164682,27.0,-3.0
29392,DigixDAO,2017-06-07,177761000,9.77373497844801,25.0,2.0
29391,DigixDAO,2017-06-08,179023000,0.7099420007763232,25.0,0.0
29390,DigixDAO,2017-06-09,156544000,-12.556487155281722,26.0,-1.0
29389,DigixDAO,2017-06-10,179001000,14.345487530662307,27.0,-1.0
29388,DigixDAO,2017-06-11,203828000,13.869754917570292,25.0,2.0
29292,DigixDAO,2017-06-12,204012000,0.09027219027807759,25.0,0.0
29291,DigixDAO,2017-06-13,186144000,-8.758308334803836,25.0,0.0
29290,DigixDAO,2017-06-14,195182000,4.855380780471033,26.0,-1.0
29289,DigixDAO,2017-06-15,187394000,-3.990122039942208,26.0,0.0
29288,DigixDAO,2017-06-16,180373000,-3.7466514402809055,27.0,-1.0
29212,DigixDAO,2017-06-17,182708000,1.2945396483952698,28.0,-1.0
29211,DigixDAO,2017-06-18,181488000,-0.6677321190095672,29.0,-1.0
29210,DigixDAO,2017-06-19,178327000,-1.7417129507185047,30.0,-1.0
29209,DigixDAO,2017-06-20,201020000,12.725498662569326,30.0,0.0
29208,DigixDAO,2017-06-21,199994000,-0.5103969754253308,29.0,1.0
29207,DigixDAO,2017-06-22,186736000,-6.629198875966279,31.0,-2.0
29126,DigixDAO,2017-06-23,195516000,4.701825036415046,28.0,3.0
29125,DigixDAO,2017-06-24,190395000,-2.619222979193519,30.0,-2.0
29124,DigixDAO,2017-06-25,183728000,-3.501667585808451,30.0,0.0
29123,DigixDAO,2017-06-26,178029000,-3.1018679787511974,29.0,1.0
29122,DigixDAO,2017-06-27,168941000,-5.104786298861422,29.0,0.0
29039,DigixDAO,2017-06-28,174385000,3.222426764373361,30.0,-1.0
29038,DigixDAO,2017-06-29,181239000,3.930383920635376,31.0,-1.0
29037,DigixDAO,2017-06-30,166319000,-8.232223748751649,32.0,-1.0
29036,DigixDAO,2017-07-01,161684000,-2.786813292528214,30.0,2.0
29035,DigixDAO,2017-07-02,156007000,-3.511169936419188,28.0,2.0
29034,DigixDAO,2017-07-03,152785000,-2.0652919420282423,32.0,-4.0
28931,DigixDAO,2017-07-04,160116000,4.798245901102857,33.0,-1.0
28930,DigixDAO,2017-07-05,157246000,-1.79245047340678,32.0,1.0
28929,DigixDAO,2017-07-06,154388000,-1.8175343092988059,32.0,0.0
28928,DigixDAO,2017-07-07,148108000,-4.067673653392751,34.0,-2.0
28927,DigixDAO,2017-07-08,123888000,-16.352931644475653,34.0,0.0
28926,DigixDAO,2017-07-09,129648000,4.649360712901976,33.0,1.0
28925,DigixDAO,2017-07-10,117709000,-9.208780698506725,34.0,-1.0
28796,DigixDAO,2017-07-11,104942000,-10.846239454926982,31.0,3.0
28795,DigixDAO,2017-07-12,106556000,1.537992414857731,29.0,2.0
28794,DigixDAO,2017-07-13,133470000,25.258080258267952,30.0,-1.0
28793,DigixDAO,2017-07-14,116258000,-12.895781823630777,30.0,0.0
28665,DigixDAO,2017-07-15,108002000,-7.101446782156927,30.0,0.0
28664,DigixDAO,2017-07-16,89259300,-17.35403048091702,30.0,0.0
28663,DigixDAO,2017-07-17,88781000,-0.5358545272033278,30.0,0.0
28662,DigixDAO,2017-07-18,103887000,17.014901837104787,30.0,0.0
28661,DigixDAO,2017-07-19,118634000,14.19523135714767,30.0,0.0
28660,DigixDAO,2017-07-20,115964000,-2.250619552573461,30.0,0.0
28573,DigixDAO,2017-07-21,124632000,7.474733537994551,32.0,-2.0
28572,DigixDAO,2017-07-22,115134000,-7.620835740419796,33.0,-1.0
28571,DigixDAO,2017-07-23,116040000,0.7869091667100944,36.0,-3.0
28570,DigixDAO,2017-07-24,117626000,1.3667700792830058,37.0,-1.0
28500,DigixDAO,2017-07-25,130003000,10.522333497696087,35.0,2.0
28499,DigixDAO,2017-07-26,124266000,-4.412975085190342,32.0,3.0
28498,DigixDAO,2017-07-27,132357000,6.511032784510647,32.0,0.0
28497,DigixDAO,2017-07-28,124248000,-6.1266121172284045,33.0,-1.0
28496,DigixDAO,2017-07-29,117649000,-5.311151889768849,32.0,1.0
28398,DigixDAO,2017-07-30,118460000,0.6893386259126724,33.0,-1.0
28397,DigixDAO,2017-07-31,122946000,3.7869322978220494,32.0,1.0
28396,DigixDAO,2017-08-01,125517000,2.091161973549363,32.0,0.0
28395,DigixDAO,2017-08-02,140709000,12.103539759554483,33.0,-1.0
28394,DigixDAO,2017-08-03,141220000,0.36316084969689216,34.0,-1.0
28393,DigixDAO,2017-08-04,141935000,0.5063022234810933,35.0,-1.0
28315,DigixDAO,2017-08-05,140627000,-0.921548596188396,36.0,-1.0
28314,DigixDAO,2017-08-06,144725000,2.9140918884709195,38.0,-2.0
28313,DigixDAO,2017-08-07,142147000,-1.7813093798583521,37.0,1.0
28312,DigixDAO,2017-08-08,149715000,5.324065931746713,37.0,0.0
28311,DigixDAO,2017-08-09,179762000,20.069465317436464,33.0,4.0
28243,DigixDAO,2017-08-10,161232000,-10.308074008967411,35.0,-2.0
28242,DigixDAO,2017-08-11,151728000,-5.894611491515332,36.0,-1.0
28241,DigixDAO,2017-08-12,159379000,5.042576188969735,35.0,1.0
28240,DigixDAO,2017-08-13,164854000,3.435207900664454,36.0,-1.0
28239,DigixDAO,2017-08-14,153741000,-6.74111638176811,34.0,2.0
28217,DigixDAO,2017-08-15,154584000,0.5483247799871211,36.0,-2.0
28216,DigixDAO,2017-08-16,152089000,-1.6140092118201106,38.0,-2.0
28215,DigixDAO,2017-08-17,165521000,8.83167092952153,36.0,2.0
28214,DigixDAO,2017-08-18,157822000,-4.651373541725824,37.0,-1.0
28197,DigixDAO,2017-08-19,151010000,-4.316255021479895,39.0,-2.0
28196,DigixDAO,2017-08-20,150758000,-0.16687636580358917,40.0,-1.0
28195,DigixDAO,2017-08-21,156765000,3.9845315008158773,38.0,2.0
28194,DigixDAO,2017-08-22,157608000,0.5377475839632572,38.0,0.0
28193,DigixDAO,2017-08-23,154512000,-1.9643672910004568,38.0,0.0
28192,DigixDAO,2017-08-24,172949000,11.93240654447551,37.0,1.0
28191,DigixDAO,2017-08-25,188267000,8.856946267396747,36.0,1.0
28171,DigixDAO,2017-08-26,191891000,1.9249257703155627,35.0,1.0
28170,DigixDAO,2017-08-27,198344000,3.3628466160476522,34.0,1.0
28169,DigixDAO,2017-08-28,191334000,-3.534263703464688,35.0,-1.0
28168,DigixDAO,2017-08-29,202373000,5.769492092362047,37.0,-2.0
28167,DigixDAO,2017-08-30,200641000,-0.8558453943954973,37.0,0.0
